query_id,query,url,organic_rank,domain_rating,page_authority,word_count,has_schema,num_lists_tables,has_faq,query_url_similarity,passage_match_score,content_freshness_days,num_entities_matched,readability_score,is_https,domain_citation_rate,is_forum,is_video,content_type,cited
q0119,shap values explained,https://example0119.com/page-3,13,56.7,44.1,1780,1,3,0,0.56,0.931,49,6,63.0,1,0.332,0,0,informational,0
q0119,shap values explained,https://example0119.com/page-4,4,60.9,76.4,1557,1,3,0,0.724,0.651,44,10,67.0,1,0.288,0,0,transactional,0
q0119,shap values explained,https://example0119.com/page-5,16,71.9,75.3,1438,1,4,0,0.687,0.911,46,9,77.6,1,0.344,0,0,informational,1
q0119,shap values explained,https://example0119.com/page-6,13,50.2,49.6,1844,0,5,0,0.798,0.561,48,14,63.9,1,0.292,0,1,commercial,1
q0119,shap values explained,https://example0119.com/page-7,9,66.3,67.6,1308,1,3,0,0.808,0.718,46,9,41.5,1,0.187,0,0,commercial,0
q0119,shap values explained,https://example0119.com/page-8,7,75.8,69.5,2992,0,4,0,0.648,0.774,38,8,66.6,1,0.34,0,0,commercial,0
q0119,shap values explained,https://example0119.com/page-9,17,39.7,51.6,1430,0,2,0,0.37,0.34,57,5,67.0,1,0.181,0,0,commercial,0
q0119,shap values explained,https://example0119.com/page-10,7,43.4,45.4,1384,1,2,0,0.629,0.754,49,6,60.0,1,0.287,0,1,informational,0
q0119,shap values explained,https://example0119.com/page-11,19,48.2,49.3,1011,0,0,0,0.167,0.268,58,6,43.9,0,0.2,0,0,informational,0
q0119,shap values explained,https://example0119.com/page-12,14,59.1,67.7,883,0,1,1,0.617,0.498,47,11,61.2,1,0.445,0,0,informational,0
q0119,shap values explained,https://example0119.com/page-13,5,76.1,79.8,2260,1,3,0,0.6,0.789,40,5,75.7,1,0.31,0,0,informational,0
q0120,local seo for small business,https://example0120.com/page-0,11,62.3,65.2,1966,0,2,0,0.656,0.509,12,11,63.6,1,0.333,0,0,commercial,0
q0120,local seo for small business,https://example0120.com/page-1,21,60.9,58.7,916,0,2,0,0.518,0.171,17,14,29.2,1,0.279,0,0,informational,0
q0120,local seo for small business,https://example0120.com/page-2,18,72.4,60.8,2156,1,4,0,0.369,0.364,15,9,78.2,1,0.182,1,0,transactional,0
q0120,local seo for small business,https://example0120.com/page-3,11,44.9,41.7,3593,1,1,1,0.801,1.0,15,10,83.2,1,0.085,1,0,informational,1
q0120,local seo for small business,https://example0120.com/page-4,14,60.4,55.9,1407,0,1,0,0.575,0.826,17,8,51.3,1,0.302,0,0,commercial,0
q0120,local seo for small business,https://example0120.com/page-5,4,72.8,72.2,2467,0,4,1,0.603,0.574,16,13,83.3,1,0.218,0,0,informational,1
q0120,local seo for small business,https://example0120.com/page-6,15,36.7,46.3,1990,0,3,0,0.543,0.502,18,14,37.6,1,0.24,1,1,informational,0
q0120,local seo for small business,https://example0120.com/page-7,20,56.2,44.3,1366,0,2,0,0.428,0.194,17,4,62.0,1,0.322,0,1,informational,0
q0120,local seo for small business,https://example0120.com/page-8,10,54.4,62.1,1717,1,3,0,0.493,0.653,17,6,56.2,1,0.162,0,0,commercial,0
q0121,what is a service area business,https://example0121.com/page-0,15,60.9,68.5,1367,1,5,0,0.644,0.829,411,7,66.9,1,0.234,0,0,informational,0
q0121,what is a service area business,https://example0121.com/page-1,16,71.8,71.9,2340,1,2,0,0.299,0.2,400,11,36.0,1,0.474,0,0,commercial,0
q0121,what is a service area business,https://example0121.com/page-2,5,85.4,84.7,2373,0,4,0,0.643,0.389,309,13,64.6,1,0.356,0,0,informational,1
q0121,what is a service area business,https://example0121.com/page-3,14,70.8,67.1,2206,0,3,1,0.439,0.746,408,5,37.8,1,0.304,0,0,commercial,0
q0121,what is a service area business,https://example0121.com/page-4,13,97.4,98.0,1550,1,0,0,0.742,0.676,395,8,51.8,1,0.45,0,0,transactional,0
q0121,what is a service area business,https://example0121.com/page-5,23,49.4,46.2,1579,0,0,1,0.504,0.513,423,10,41.0,1,0.14,1,0,informational,0
q0121,what is a service area business,https://example0121.com/page-6,8,92.7,90.7,1727,1,3,0,0.682,0.859,334,10,69.4,1,0.401,0,0,informational,0
q0121,what is a service area business,https://example0121.com/page-7,7,77.5,76.6,1403,1,3,1,0.747,0.719,318,11,73.1,1,0.309,0,0,informational,0
q0121,what is a service area business,https://example0121.com/page-8,6,51.0,38.2,1529,0,3,1,0.466,0.311,419,6,73.6,1,0.148,0,0,informational,0
q0121,what is a service area business,https://example0121.com/page-9,21,50.6,49.6,1264,0,1,0,0.672,1.0,446,9,45.5,1,0.161,0,0,informational,0
q0121,what is a service area business,https://example0121.com/page-10,15,71.6,93.4,1335,0,2,0,0.793,0.727,391,7,53.0,1,0.343,0,0,informational,0
q0121,what is a service area business,https://example0121.com/page-11,18,49.9,39.1,1845,0,4,0,0.614,0.907,426,9,71.5,1,0.34,0,0,informational,0
q0121,what is a service area business,https://example0121.com/page-12,13,42.1,54.7,1812,0,4,1,0.741,0.813,364,11,56.6,1,0.22,0,0,informational,0
q0121,what is a service area business,https://example0121.com/page-13,5,78.4,87.2,2607,1,3,0,0.593,0.76,349,4,55.1,1,0.285,0,0,informational,0
q0121,what is a service area business,https://example0121.com/page-14,8,69.9,75.5,1250,0,3,0,0.696,0.86,356,11,71.9,1,0.286,0,0,informational,0
q0121,what is a service area business,https://example0121.com/page-15,15,64.3,60.5,1601,0,1,0,0.441,0.396,337,8,70.8,1,0.343,0,1,commercial,0
q0121,what is a service area business,https://example0121.com/page-16,1,62.1,69.9,934,0,7,1,0.714,0.82,300,9,78.6,1,0.399,1,0,informational,1
q0121,what is a service area business,https://example0121.com/page-17,10,60.3,75.5,910,0,3,1,0.306,0.619,420,1,64.7,1,0.377,0,0,informational,0
q0121,what is a service area business,https://example0121.com/page-18,12,65.1,74.4,1752,0,0,0,0.48,0.695,452,10,52.0,1,0.338,0,0,informational,0
q0121,what is a service area business,https://example0121.com/page-19,3,67.4,70.1,2505,1,3,0,0.765,0.955,295,13,83.9,1,0.45,0,0,commercial,0
q0121,what is a service area business,https://example0121.com/page-20,22,58.3,59.2,1910,1,5,1,0.578,0.699,423,3,69.3,1,0.25,0,0,informational,1
q0121,what is a service area business,https://example0121.com/page-21,12,90.4,86.0,2473,1,4,1,0.676,0.679,374,5,61.8,1,0.326,0,0,commercial,1
q0122,google business profile optimization,https://example0122.com/page-0,20,57.0,65.5,1566,0,3,1,0.492,0.198,309,6,74.6,1,0.141,0,0,informational,0
q0122,google business profile optimization,https://example0122.com/page-1,1,41.1,42.8,530,0,4,0,0.435,0.292,261,4,44.4,1,0.459,0,1,commercial,0
q0122,google business profile optimization,https://example0122.com/page-2,3,85.0,89.7,1722,0,6,1,0.595,0.609,208,4,46.2,1,0.393,1,0,transactional,0
q0122,google business profile optimization,https://example0122.com/page-3,5,75.0,71.8,2864,0,1,1,0.583,0.306,218,10,68.8,1,0.423,0,1,informational,0
q0122,google business profile optimization,https://example0122.com/page-4,15,78.8,79.0,1395,0,0,1,0.36,0.409,268,4,52.0,1,0.175,0,0,informational,0
q0122,google business profile optimization,https://example0122.com/page-5,17,49.2,40.8,1841,0,3,0,0.554,0.508,300,2,45.5,1,0.217,1,0,commercial,0
q0122,google business profile optimization,https://example0122.com/page-6,4,67.0,63.0,2093,0,5,0,0.688,0.732,256,7,69.5,1,0.285,1,0,informational,1
q0122,google business profile optimization,https://example0122.com/page-7,13,61.6,61.4,980,0,2,1,0.423,0.389,290,10,59.5,1,0.259,0,0,commercial,0
q0122,google business profile optimization,https://example0122.com/page-8,1,58.1,45.6,3179,1,6,0,0.811,0.786,183,11,81.1,1,0.345,0,0,commercial,1
q0122,google business profile optimization,https://example0122.com/page-9,9,86.9,100.0,2099,1,6,0,0.625,0.234,217,11,74.5,1,0.376,0,0,informational,0
q0122,google business profile optimization,https://example0122.com/page-10,7,64.3,58.7,1653,1,2,0,0.888,0.725,245,12,48.3,0,0.273,0,0,commercial,0
q0122,google business profile optimization,https://example0122.com/page-11,10,44.9,46.6,1443,1,2,0,0.487,0.563,267,11,40.5,1,0.229,0,1,informational,0
q0122,google business profile optimization,https://example0122.com/page-12,9,63.5,53.5,933,1,5,1,0.529,0.316,251,11,75.7,1,0.306,0,0,informational,0
q0122,google business profile optimization,https://example0122.com/page-13,9,73.4,49.3,1050,1,2,0,0.515,0.367,269,11,58.9,1,0.247,0,0,informational,0
q0122,google business profile optimization,https://example0122.com/page-14,18,56.0,69.7,927,1,2,1,0.382,0.316,267,8,96.9,1,0.353,0,0,informational,0
q0122,google business profile optimization,https://example0122.com/page-15,15,65.2,65.6,2990,0,4,1,0.619,0.567,252,13,73.7,1,0.264,0,0,commercial,1
q0122,google business profile optimization,https://example0122.com/page-16,16,38.3,20.9,2211,0,4,1,0.737,0.845,259,9,77.9,1,0.195,0,0,informational,0
q0122,google business profile optimization,https://example0122.com/page-17,5,54.5,46.3,1039,0,2,0,0.576,0.611,249,6,51.1,1,0.388,0,0,informational,0
q0122,google business profile optimization,https://example0122.com/page-18,14,69.1,85.7,2658,1,1,1,0.642,0.543,265,10,59.9,1,0.559,0,0,informational,0
q0123,espresso grind size guide,https://example0123.com/page-0,13,64.9,77.0,617,1,3,1,0.591,0.596,739,5,66.5,1,0.291,1,0,commercial,0
q0123,espresso grind size guide,https://example0123.com/page-1,18,50.3,64.4,1243,0,1,1,0.525,0.514,911,9,68.7,1,0.339,1,0,informational,0
q0123,espresso grind size guide,https://example0123.com/page-2,10,76.8,76.2,2313,1,2,0,0.717,0.492,832,11,76.6,1,0.454,0,0,informational,0
q0123,espresso grind size guide,https://example0123.com/page-3,3,79.8,83.4,1697,1,3,0,0.532,0.583,640,12,66.6,1,0.33,0,0,informational,0
q0123,espresso grind size guide,https://example0123.com/page-4,1,93.9,100.0,1848,0,7,0,0.928,0.873,608,7,60.1,1,0.32,0,0,informational,1
q0123,espresso grind size guide,https://example0123.com/page-5,8,90.2,85.8,1770,1,4,0,0.462,0.668,830,8,60.1,1,0.333,0,0,informational,0
q0123,espresso grind size guide,https://example0123.com/page-6,2,62.2,75.5,1148,1,3,1,0.867,1.0,699,9,77.0,1,0.398,0,0,informational,1
q0123,espresso grind size guide,https://example0123.com/page-7,13,49.7,43.2,1548,0,4,0,0.536,0.564,948,8,76.9,1,0.325,0,0,transactional,0
q0123,espresso grind size guide,https://example0123.com/page-8,19,53.1,49.0,932,1,2,0,0.342,0.508,906,9,72.9,1,0.171,0,0,commercial,0
q0123,espresso grind size guide,https://example0123.com/page-9,7,73.3,69.2,1670,1,4,1,0.708,0.8,621,11,80.8,1,0.226,0,0,informational,0
q0123,espresso grind size guide,https://example0123.com/page-10,7,54.4,56.2,1302,0,1,1,0.59,0.587,853,12,76.8,1,0.22,0,0,commercial,0
q0123,espresso grind size guide,https://example0123.com/page-11,5,97.9,100.0,1784,1,3,1,0.914,0.702,599,11,69.4,1,0.585,0,0,informational,0
q0123,espresso grind size guide,https://example0123.com/page-12,2,72.2,67.1,1846,0,3,0,0.732,0.708,718,9,68.1,1,0.372,0,0,informational,0
q0123,espresso grind size guide,https://example0123.com/page-13,14,93.1,92.2,1567,0,3,0,0.625,0.575,810,11,74.6,1,0.404,1,1,informational,0
q0123,espresso grind size guide,https://example0123.com/page-14,7,67.0,58.1,1696,0,3,0,0.61,0.593,707,5,71.3,0,0.308,0,0,transactional,0
q0124,how to get cited in ai overviews,https://example0124.com/page-0,16,52.6,55.3,634,1,1,1,0.587,0.517,12,8,64.6,1,0.382,1,0,transactional,0
q0124,how to get cited in ai overviews,https://example0124.com/page-1,4,80.4,91.3,1376,1,5,1,0.711,0.761,11,17,58.2,1,0.445,0,0,informational,1
q0124,how to get cited in ai overviews,https://example0124.com/page-2,8,46.3,34.3,1300,0,4,0,0.583,0.54,13,7,81.4,1,0.17,0,0,commercial,0
q0124,how to get cited in ai overviews,https://example0124.com/page-3,16,58.9,67.7,1611,1,2,0,0.349,0.606,14,4,60.9,1,0.271,0,0,informational,0
q0124,how to get cited in ai overviews,https://example0124.com/page-4,10,64.9,68.9,2610,0,2,0,0.55,0.526,13,11,58.9,1,0.153,0,0,informational,0
q0124,how to get cited in ai overviews,https://example0124.com/page-5,12,48.1,63.3,2011,0,3,0,0.362,0.724,13,8,63.3,1,0.317,0,0,informational,0
q0124,how to get cited in ai overviews,https://example0124.com/page-6,20,65.4,68.8,1355,0,2,0,0.471,0.387,14,12,52.3,0,0.209,0,0,commercial,0
q0124,how to get cited in ai overviews,https://example0124.com/page-7,14,59.1,60.3,1027,0,2,0,0.552,0.453,13,11,59.0,1,0.243,0,0,informational,0
q0124,how to get cited in ai overviews,https://example0124.com/page-8,17,47.3,52.8,2145,1,0,0,0.284,0.159,15,6,63.6,1,0.216,0,0,informational,0
q0124,how to get cited in ai overviews,https://example0124.com/page-9,9,54.6,44.7,1549,1,3,1,0.609,0.491,11,12,84.0,1,0.158,0,0,transactional,1
q0124,how to get cited in ai overviews,https://example0124.com/page-10,2,84.0,77.4,874,1,1,0,0.581,0.689,11,9,57.2,1,0.319,1,0,commercial,1
q0124,how to get cited in ai overviews,https://example0124.com/page-11,1,53.9,54.5,1937,1,2,0,0.581,0.38,11,9,71.2,1,0.296,0,0,commercial,0
q0124,how to get cited in ai overviews,https://example0124.com/page-12,18,43.3,39.1,745,1,1,1,0.6,0.45,13,11,42.1,1,0.183,0,0,informational,0
q0124,how to get cited in ai overviews,https://example0124.com/page-13,5,70.9,66.0,2140,1,2,1,0.708,0.786,11,14,70.1,1,0.403,0,0,informational,1
q0124,how to get cited in ai overviews,https://example0124.com/page-14,12,60.0,76.3,1566,0,4,0,0.8,0.474,11,15,86.7,1,0.349,0,0,informational,0
q0124,how to get cited in ai overviews,https://example0124.com/page-15,5,97.1,100.0,1631,0,3,0,0.941,0.72,11,13,65.5,1,0.371,0,0,transactional,0
q0124,how to get cited in ai overviews,https://example0124.com/page-16,18,38.1,17.7,150,0,0,1,0.543,0.536,15,3,49.9,1,0.166,0,0,informational,0
q0124,how to get cited in ai overviews,https://example0124.com/page-17,13,74.6,74.9,2298,0,2,0,0.417,0.478,12,9,56.1,1,0.312,0,1,transactional,0
q0124,how to get cited in ai overviews,https://example0124.com/page-18,21,70.4,60.9,621,0,3,1,0.343,0.292,14,5,62.9,1,0.299,0,0,informational,0
q0124,how to get cited in ai overviews,https://example0124.com/page-19,4,82.5,91.7,1416,0,5,0,0.872,0.937,10,8,66.5,1,0.498,0,0,commercial,1
q0124,how to get cited in ai overviews,https://example0124.com/page-20,9,59.4,61.2,1842,0,4,1,0.596,0.467,11,5,58.9,1,0.303,0,0,informational,0
q0125,topical authority explained,https://example0125.com/page-0,10,91.2,89.5,1853,1,1,0,0.882,0.977,14,16,61.1,1,0.365,1,0,informational,1
q0125,topical authority explained,https://example0125.com/page-1,3,83.7,87.7,1111,1,5,0,0.744,0.849,12,5,55.4,1,0.363,0,0,transactional,0
q0125,topical authority explained,https://example0125.com/page-2,8,64.2,64.6,1689,1,1,1,0.434,0.404,15,4,74.7,1,0.284,0,0,commercial,0
q0125,topical authority explained,https://example0125.com/page-3,11,58.1,53.7,1900,0,2,0,0.463,0.454,18,9,70.3,1,0.318,0,0,commercial,0
q0125,topical authority explained,https://example0125.com/page-4,9,85.6,79.5,2084,0,3,0,0.679,0.834,14,11,74.2,1,0.348,0,0,informational,0
q0125,topical authority explained,https://example0125.com/page-5,14,49.7,48.2,906,0,2,0,0.196,0.374,17,5,55.9,1,0.339,0,1,informational,0
q0125,topical authority explained,https://example0125.com/page-6,8,59.2,48.8,1470,1,3,1,0.734,0.774,15,7,60.4,1,0.265,0,0,commercial,0
q0125,topical authority explained,https://example0125.com/page-7,11,73.1,69.6,1321,1,5,1,0.624,0.708,14,7,80.1,1,0.468,0,0,informational,0
q0125,topical authority explained,https://example0125.com/page-8,20,76.3,73.7,1204,1,2,0,0.567,0.546,16,10,71.3,1,0.357,0,0,commercial,0
q0125,topical authority explained,https://example0125.com/page-9,11,66.9,75.2,1410,1,1,0,0.43,0.463,18,10,74.6,1,0.36,0,0,informational,0
q0125,topical authority explained,https://example0125.com/page-10,14,38.4,43.7,1864,0,3,0,0.538,0.552,16,7,62.4,1,0.283,0,0,informational,0
q0125,topical authority explained,https://example0125.com/page-11,10,76.6,92.7,1248,0,3,1,0.773,0.779,15,10,70.4,0,0.454,0,0,informational,0
q0125,topical authority explained,https://example0125.com/page-12,14,61.2,47.8,1187,0,2,1,0.565,0.715,16,7,69.1,1,0.345,0,0,informational,0
q0125,topical authority explained,https://example0125.com/page-13,21,61.1,59.0,1816,1,2,1,0.71,0.702,18,11,75.5,1,0.504,0,0,commercial,0
q0126,entity based seo,https://example0126.com/page-0,21,33.0,34.1,1434,0,2,0,0.269,0.314,6,6,60.5,1,0.262,0,1,informational,0
q0126,entity based seo,https://example0126.com/page-1,4,73.9,78.5,2435,0,2,1,0.792,0.629,5,9,52.1,1,0.457,0,0,informational,0
q0126,entity based seo,https://example0126.com/page-2,14,69.3,61.7,1463,1,2,1,0.646,0.673,6,6,46.6,1,0.245,0,0,informational,0
q0126,entity based seo,https://example0126.com/page-3,10,56.3,69.6,1453,0,2,1,0.586,0.611,5,8,75.3,1,0.346,0,0,commercial,0
q0126,entity based seo,https://example0126.com/page-4,1,81.0,65.8,1961,1,4,0,0.845,0.934,5,9,67.4,1,0.37,0,0,informational,1
q0126,entity based seo,https://example0126.com/page-5,5,67.5,73.0,2192,0,2,1,0.695,0.433,5,6,63.8,1,0.217,0,0,transactional,0
q0126,entity based seo,https://example0126.com/page-6,5,88.2,94.7,1880,1,7,1,0.867,0.567,4,13,63.1,1,0.329,0,0,informational,1
q0126,entity based seo,https://example0126.com/page-7,11,67.8,60.7,592,0,3,0,0.314,0.248,6,13,68.9,1,0.289,0,0,commercial,0
q0126,entity based seo,https://example0126.com/page-8,8,62.7,65.1,1941,1,3,0,0.724,0.703,4,4,63.6,1,0.386,0,0,transactional,1
q0126,entity based seo,https://example0126.com/page-9,15,52.6,45.6,1853,0,2,1,0.592,0.425,5,6,71.6,1,0.178,0,0,commercial,0
q0126,entity based seo,https://example0126.com/page-10,8,66.9,69.0,1491,1,2,0,0.424,0.218,6,4,52.7,1,0.173,0,0,informational,0
q0126,entity based seo,https://example0126.com/page-11,14,65.6,63.7,1458,1,2,1,0.614,0.679,5,5,51.5,1,0.291,0,0,transactional,0
q0126,entity based seo,https://example0126.com/page-12,10,46.6,46.4,1835,0,1,0,0.681,0.634,5,6,53.5,1,0.198,0,0,informational,0
q0126,entity based seo,https://example0126.com/page-13,12,62.1,57.3,1496,1,2,0,0.442,0.563,5,7,67.3,1,0.384,1,0,commercial,0
q0126,entity based seo,https://example0126.com/page-14,9,80.2,75.3,1762,1,4,1,0.951,0.745,4,15,56.9,1,0.391,0,0,commercial,0
q0126,entity based seo,https://example0126.com/page-15,19,57.4,51.0,1245,0,2,0,0.464,0.448,6,10,80.3,1,0.336,1,0,informational,0
q0126,entity based seo,https://example0126.com/page-16,7,65.3,70.3,1869,1,3,0,0.563,0.814,5,8,48.1,1,0.28,0,0,commercial,0
q0126,entity based seo,https://example0126.com/page-17,18,66.0,79.2,1376,1,1,0,0.319,0.275,7,5,53.3,1,0.217,0,0,informational,0
q0126,entity based seo,https://example0126.com/page-18,13,44.9,62.9,1135,0,5,0,0.509,0.422,6,5,73.4,1,0.335,0,0,commercial,0
q0126,entity based seo,https://example0126.com/page-19,1,54.2,61.5,2055,0,5,1,0.932,1.0,4,10,70.7,1,0.22,0,0,informational,1
q0126,entity based seo,https://example0126.com/page-20,20,36.7,36.5,1642,0,2,0,0.553,0.736,6,7,54.3,1,0.249,0,0,transactional,0
q0126,entity based seo,https://example0126.com/page-21,10,60.3,68.1,2081,1,6,1,0.795,0.7,5,8,77.9,1,0.262,0,0,informational,1
q0126,entity based seo,https://example0126.com/page-22,11,69.5,72.1,1916,1,4,1,0.58,0.495,5,5,51.0,1,0.381,0,0,informational,0
q0126,entity based seo,https://example0126.com/page-23,13,54.9,51.9,2263,0,4,0,0.481,0.611,6,8,56.2,1,0.294,0,0,informational,0
q0126,entity based seo,https://example0126.com/page-24,15,64.3,79.9,1957,0,2,1,0.765,0.81,5,13,41.4,1,0.318,0,0,informational,0
q0126,entity based seo,https://example0126.com/page-25,9,42.8,50.4,2538,0,2,0,0.409,0.457,6,9,67.9,1,0.254,0,0,informational,0
q0126,entity based seo,https://example0126.com/page-26,13,77.6,71.6,2447,1,0,1,0.633,0.669,4,7,72.2,1,0.341,0,0,informational,0
q0126,entity based seo,https://example0126.com/page-27,14,35.5,43.0,2018,1,3,1,0.393,0.385,6,8,65.4,1,0.055,0,0,informational,0
q0127,schema markup for local business,https://example0127.com/page-0,1,55.9,57.1,2572,1,9,0,0.708,0.751,33,7,51.4,1,0.504,0,0,informational,1
q0127,schema markup for local business,https://example0127.com/page-1,1,72.8,75.9,2100,1,2,1,0.581,0.541,34,13,65.5,1,0.353,1,0,informational,1
q0127,schema markup for local business,https://example0127.com/page-2,15,48.5,41.2,1230,0,4,0,0.679,0.643,39,10,63.4,1,0.287,0,0,informational,0
q0127,schema markup for local business,https://example0127.com/page-3,1,73.8,77.3,1903,1,11,0,0.947,0.999,27,11,63.5,1,0.152,0,0,commercial,1
q0127,schema markup for local business,https://example0127.com/page-4,16,65.7,76.6,3214,1,1,0,0.538,0.727,39,5,70.6,1,0.277,0,0,informational,0
q0127,schema markup for local business,https://example0127.com/page-5,19,69.0,63.9,555,1,0,0,0.406,0.424,42,9,53.3,1,0.448,1,0,informational,1
q0127,schema markup for local business,https://example0127.com/page-6,5,90.5,88.5,604,1,2,1,0.553,0.584,35,6,67.8,1,0.419,0,0,transactional,0
q0127,schema markup for local business,https://example0127.com/page-7,16,58.0,63.3,647,1,1,0,0.657,0.742,43,10,42.6,1,0.274,0,0,informational,0
q0127,schema markup for local business,https://example0127.com/page-8,9,65.6,77.6,1848,1,2,1,0.586,0.32,36,4,53.4,1,0.545,0,0,commercial,0
q0127,schema markup for local business,https://example0127.com/page-9,3,61.6,55.7,2516,1,7,0,0.72,0.505,32,8,77.1,1,0.392,0,0,informational,0
q0127,schema markup for local business,https://example0127.com/page-10,3,52.4,54.4,1782,0,6,1,0.762,0.795,32,10,45.8,1,0.322,0,0,commercial,0
q0127,schema markup for local business,https://example0127.com/page-11,4,83.2,82.9,1553,1,5,1,0.403,0.259,31,5,75.6,0,0.378,0,0,informational,0
q0127,schema markup for local business,https://example0127.com/page-12,14,50.8,48.6,958,1,1,0,0.351,0.311,43,8,54.4,1,0.275,0,0,informational,0
q0127,schema markup for local business,https://example0127.com/page-13,19,52.4,37.5,324,0,2,0,0.705,0.703,44,10,33.3,1,0.431,0,1,informational,0
q0127,schema markup for local business,https://example0127.com/page-14,19,40.9,34.9,2174,1,1,1,0.022,0.384,47,3,49.9,1,0.392,0,0,informational,0
q0127,schema markup for local business,https://example0127.com/page-15,13,53.3,43.5,1458,0,3,0,0.382,0.355,38,12,70.1,1,0.22,0,0,informational,0
q0127,schema markup for local business,https://example0127.com/page-16,8,73.9,72.8,1801,0,2,0,0.556,0.239,36,14,90.5,1,0.216,1,0,commercial,1
q0127,schema markup for local business,https://example0127.com/page-17,12,86.6,82.9,2186,0,3,1,0.495,0.525,36,5,85.3,1,0.4,0,0,transactional,0
q0127,schema markup for local business,https://example0127.com/page-18,21,35.7,26.2,2147,1,3,0,0.324,0.477,45,5,45.8,1,0.254,1,0,informational,0
q0127,schema markup for local business,https://example0127.com/page-19,2,42.4,40.3,1513,0,2,0,0.46,0.54,37,5,72.1,1,0.364,0,0,informational,0
q0127,schema markup for local business,https://example0127.com/page-20,10,64.9,79.9,1165,0,3,1,0.614,0.683,35,11,58.2,1,0.301,0,0,informational,1
q0127,schema markup for local business,https://example0127.com/page-21,10,51.5,46.2,1526,0,5,0,0.581,0.471,39,3,53.3,1,0.228,0,0,informational,0
q0127,schema markup for local business,https://example0127.com/page-22,5,86.4,83.3,1733,1,4,1,0.738,0.675,33,11,77.3,1,0.485,0,0,commercial,1
q0127,schema markup for local business,https://example0127.com/page-23,19,56.6,54.8,989,0,1,0,0.32,0.193,45,4,59.8,1,0.202,0,0,informational,0
q0127,schema markup for local business,https://example0127.com/page-24,17,75.6,69.8,619,1,1,0,0.565,0.455,43,12,60.7,1,0.333,0,0,commercial,0
q0127,schema markup for local business,https://example0127.com/page-25,12,72.0,59.4,1750,0,2,1,0.543,0.512,40,7,40.2,1,0.338,0,0,informational,0
q0127,schema markup for local business,https://example0127.com/page-26,16,59.8,74.3,2300,1,3,0,0.648,0.786,40,4,48.5,1,0.283,0,0,commercial,0
q0128,how to descale an espresso machine,https://example0128.com/page-0,26,41.0,32.2,816,1,3,1,0.352,0.308,204,7,52.8,1,0.201,1,0,commercial,0
q0128,how to descale an espresso machine,https://example0128.com/page-1,23,54.8,54.5,1459,0,2,0,0.343,0.274,209,7,40.6,1,0.309,0,0,informational,0
q0128,how to descale an espresso machine,https://example0128.com/page-2,1,90.8,89.8,2478,1,6,0,0.626,0.703,138,10,80.8,1,0.367,0,0,commercial,1
q0128,how to descale an espresso machine,https://example0128.com/page-3,23,51.9,53.0,1333,1,0,1,0.399,0.257,217,10,77.8,1,0.208,0,0,informational,0
q0128,how to descale an espresso machine,https://example0128.com/page-4,8,63.8,70.5,827,1,3,0,0.695,0.574,171,16,57.2,1,0.274,0,0,transactional,0
q0128,how to descale an espresso machine,https://example0128.com/page-5,18,83.6,81.6,2197,1,4,0,0.677,0.683,180,9,75.3,1,0.414,0,0,informational,0
q0128,how to descale an espresso machine,https://example0128.com/page-6,19,51.0,59.3,1307,1,2,0,0.127,0.0,204,3,59.1,1,0.326,0,0,informational,0
q0128,how to descale an espresso machine,https://example0128.com/page-7,13,66.8,60.7,1201,0,2,1,0.474,0.172,206,10,40.5,1,0.504,0,0,commercial,0
q0128,how to descale an espresso machine,https://example0128.com/page-8,7,66.4,62.3,2236,0,5,1,0.657,0.64,132,6,68.5,1,0.47,0,1,transactional,0
q0128,how to descale an espresso machine,https://example0128.com/page-9,16,59.9,51.0,2105,1,2,0,0.576,0.974,189,5,52.8,1,0.279,0,1,informational,0
q0128,how to descale an espresso machine,https://example0128.com/page-10,19,38.8,11.5,645,0,1,0,0.295,0.312,206,10,62.5,1,0.148,0,0,informational,0
q0128,how to descale an espresso machine,https://example0128.com/page-11,9,56.5,42.5,904,0,1,0,0.721,0.664,163,17,68.3,1,0.226,0,0,commercial,0
q0128,how to descale an espresso machine,https://example0128.com/page-12,17,36.1,43.3,1191,1,0,0,0.284,0.348,218,8,47.6,1,0.089,0,0,commercial,0
q0128,how to descale an espresso machine,https://example0128.com/page-13,19,53.3,62.1,1348,1,1,0,0.369,0.456,201,7,42.1,1,0.273,0,0,informational,0
q0128,how to descale an espresso machine,https://example0128.com/page-14,19,58.8,48.6,2178,1,2,1,0.689,0.67,171,2,56.8,1,0.206,1,0,informational,0
q0128,how to descale an espresso machine,https://example0128.com/page-15,19,36.7,44.2,2334,1,3,1,0.491,0.389,178,7,79.8,1,0.108,0,0,informational,0
q0128,how to descale an espresso machine,https://example0128.com/page-16,6,65.8,46.3,1483,1,4,0,0.79,0.555,154,12,50.7,1,0.23,0,0,informational,0
q0128,how to descale an espresso machine,https://example0128.com/page-17,5,50.4,42.2,1688,0,1,0,0.601,0.736,187,6,68.5,1,0.323,0,0,informational,0
q0128,how to descale an espresso machine,https://example0128.com/page-18,11,38.2,34.4,1794,0,5,1,0.514,0.443,184,8,67.5,1,0.196,0,1,informational,0
q0128,how to descale an espresso machine,https://example0128.com/page-19,14,63.1,71.5,1819,1,5,0,0.454,0.525,188,4,53.1,1,0.193,0,0,informational,0
